player_name,raid_name,boss_name,raid_difficulty,total_pulls
bamoo,liberation of undermine,one-armed bandit,heroic,10
vitiblast,liberation of undermine,vexie and the geargrinders,mythic,2
bpd,liberation of undermine,vexie and the geargrinders,mythic,19
oceanblvd,liberation of undermine,"mug'zee, heads of security",heroic,1
guolldan,liberation of undermine,vexie and the geargrinders,heroic,1
evereld,liberation of undermine,sprocketmonger lockenstock,heroic,1
willowwisp,liberation of undermine,sprocketmonger lockenstock,mythic,211
thornic,liberation of undermine,one-armed bandit,mythic,48
dangermouse,liberation of undermine,"mug'zee, heads of security",heroic,1
draezsham,liberation of undermine,chrome king gallywix,heroic,2
bigboiples,liberation of undermine,cauldron of carnage,mythic,39
magicwingers,liberation of undermine,one-armed bandit,heroic,28
magicwingers,liberation of undermine,chrome king gallywix,heroic,46
lehvin,liberation of undermine,chrome king gallywix,heroic,4
swannie,liberation of undermine,chrome king gallywix,heroic,23
evereld,liberation of undermine,chrome king gallywix,heroic,23
cutefist,liberation of undermine,stix bunkjunker,heroic,3
wanchan,liberation of undermine,stix bunkjunker,heroic,3
dimono,liberation of undermine,"mug'zee, heads of security",heroic,1
yearning,liberation of undermine,rik reverb,mythic,48
alcina,liberation of undermine,chrome king gallywix,heroic,4
rzoc,liberation of undermine,"mug'zee, heads of security",heroic,1
larssonoker,liberation of undermine,vexie and the geargrinders,heroic,1
neutralized,liberation of undermine,vexie and the geargrinders,heroic,3
irîs,liberation of undermine,cauldron of carnage,mythic,1
sillyguy,liberation of undermine,vexie and the geargrinders,mythic,2
parababasii,liberation of undermine,cauldron of carnage,mythic,1
aiust,liberation of undermine,"mug'zee, heads of security",mythic,54
gråphic,liberation of undermine,cauldron of carnage,mythic,2
hoppsy,liberation of undermine,vexie and the geargrinders,mythic,1
sillyguy,liberation of undermine,"mug'zee, heads of security",heroic,1
rizzleton,liberation of undermine,cauldron of carnage,mythic,39
monstercow,liberation of undermine,one-armed bandit,heroic,2
jordanpriest,liberation of undermine,chrome king gallywix,heroic,2
lekkepries,liberation of undermine,one-armed bandit,heroic,2
larssonadin,liberation of undermine,sprocketmonger lockenstock,heroic,3
magicwingers,liberation of undermine,stix bunkjunker,mythic,112
vulpìíx,liberation of undermine,"mug'zee, heads of security",mythic,6
naomivoke,liberation of undermine,chrome king gallywix,heroic,3
unrecorded,liberation of undermine,cauldron of carnage,mythic,7
lobster,liberation of undermine,"mug'zee, heads of security",heroic,1
attentive,liberation of undermine,cauldron of carnage,mythic,4
yearning,liberation of undermine,rik reverb,heroic,5
turbohot,liberation of undermine,stix bunkjunker,heroic,3
dimono,liberation of undermine,cauldron of carnage,mythic,4
willowwisp,liberation of undermine,chrome king gallywix,mythic,296
amnotgoblin,liberation of undermine,vexie and the geargrinders,heroic,2
gici,liberation of undermine,rik reverb,mythic,2
attentive,liberation of undermine,one-armed bandit,heroic,2
khalekherse,liberation of undermine,"mug'zee, heads of security",mythic,50
herjaul,liberation of undermine,stix bunkjunker,mythic,26
yeviel,liberation of undermine,stix bunkjunker,heroic,2
attentive,liberation of undermine,vexie and the geargrinders,heroic,2
devasjation,liberation of undermine,chrome king gallywix,heroic,1
lenus,liberation of undermine,stix bunkjunker,mythic,112
ollieyay,liberation of undermine,rik reverb,mythic,55
cutefist,liberation of undermine,rik reverb,mythic,53
oberoni,liberation of undermine,chrome king gallywix,heroic,1
monstercow,liberation of undermine,vexie and the geargrinders,mythic,2
yaavi,liberation of undermine,vexie and the geargrinders,heroic,1
lehti,liberation of undermine,"mug'zee, heads of security",mythic,6
bergmanlover,liberation of undermine,chrome king gallywix,heroic,1
yearning,liberation of undermine,vexie and the geargrinders,mythic,16
magicwingers,liberation of undermine,rik reverb,mythic,57
televisions,liberation of undermine,chrome king gallywix,mythic,296
bensbear,liberation of undermine,chrome king gallywix,heroic,11
budgetgoku,liberation of undermine,cauldron of carnage,heroic,3
rizzleton,liberation of undermine,rik reverb,heroic,5
grimgriper,liberation of undermine,vexie and the geargrinders,heroic,2
hesoyâm,liberation of undermine,one-armed bandit,heroic,2
slaybelle,liberation of undermine,vexie and the geargrinders,heroic,1
cutefist,liberation of undermine,"mug'zee, heads of security",mythic,168
rundervink,liberation of undermine,chrome king gallywix,heroic,3
ashyminge,liberation of undermine,cauldron of carnage,mythic,38
irni,liberation of undermine,"mug'zee, heads of security",heroic,2
irîs,liberation of undermine,vexie and the geargrinders,heroic,1
shanaiya,liberation of undermine,chrome king gallywix,heroic,3
asenae,liberation of undermine,sprocketmonger lockenstock,heroic,1
furiamonk,liberation of undermine,rik reverb,heroic,2
frenzyy,liberation of undermine,one-armed bandit,heroic,2
rilot,liberation of undermine,one-armed bandit,heroic,2
vulgrím,liberation of undermine,"mug'zee, heads of security",mythic,6
televisions,liberation of undermine,stix bunkjunker,mythic,112
roropriest,liberation of undermine,vexie and the geargrinders,heroic,3
frenzyy,liberation of undermine,chrome king gallywix,heroic,4
sinrrjj,liberation of undermine,cauldron of carnage,mythic,1
oceanblvd,liberation of undermine,vexie and the geargrinders,mythic,3
маамен,liberation of undermine,one-armed bandit,heroic,2
explorer,liberation of undermine,cauldron of carnage,heroic,3
thebigstone,liberation of undermine,chrome king gallywix,heroic,2
jumzo,liberation of undermine,vexie and the geargrinders,heroic,20
mignottàuren,liberation of undermine,vexie and the geargrinders,heroic,4
chouafa,liberation of undermine,vexie and the geargrinders,mythic,2
hobbyalkis,liberation of undermine,stix bunkjunker,heroic,3
maddisonsian,liberation of undermine,sprocketmonger lockenstock,heroic,1
benshammy,liberation of undermine,stix bunkjunker,heroic,1
finiarell,liberation of undermine,"mug'zee, heads of security",mythic,6
ashyminge,liberation of undermine,stix bunkjunker,mythic,112
mâiâr,liberation of undermine,vexie and the geargrinders,heroic,4
lehvin,liberation of undermine,stix bunkjunker,mythic,9
bpd,liberation of undermine,one-armed bandit,heroic,18
garajamal,liberation of undermine,chrome king gallywix,heroic,2
mægisk,liberation of undermine,one-armed bandit,heroic,28
krepowl,liberation of undermine,stix bunkjunker,mythic,11
mêoow,liberation of undermine,sprocketmonger lockenstock,heroic,1
kalowar,liberation of undermine,vexie and the geargrinders,heroic,1
rizzleton,liberation of undermine,vexie and the geargrinders,mythic,21
rundervink,liberation of undermine,sprocketmonger lockenstock,heroic,1
retomegalul,liberation of undermine,"mug'zee, heads of security",mythic,50
stwrithe,liberation of undermine,one-armed bandit,heroic,4
hobbyalkis,liberation of undermine,one-armed bandit,mythic,172
irîs,liberation of undermine,stix bunkjunker,mythic,9
bensbear,liberation of undermine,"mug'zee, heads of security",mythic,66
legoman,liberation of undermine,chrome king gallywix,heroic,2
hobbyalkis,liberation of undermine,cauldron of carnage,heroic,3
bensmonk,liberation of undermine,rik reverb,heroic,2
wyrvern,liberation of undermine,"mug'zee, heads of security",mythic,54
lobster,liberation of undermine,vexie and the geargrinders,mythic,2
jumzo,liberation of undermine,rik reverb,mythic,55
shanaiya,liberation of undermine,vexie and the geargrinders,mythic,2
glizzyrider,liberation of undermine,sprocketmonger lockenstock,heroic,2
dankdemonh,liberation of undermine,one-armed bandit,heroic,2
clawzx,liberation of undermine,vexie and the geargrinders,heroic,4
roropriest,liberation of undermine,cauldron of carnage,heroic,3
mashin,liberation of undermine,rik reverb,mythic,12
enarya,liberation of undermine,vexie and the geargrinders,mythic,1
retomegalul,liberation of undermine,"mug'zee, heads of security",heroic,2
guolldan,liberation of undermine,"mug'zee, heads of security",heroic,1
bigboiples,liberation of undermine,chrome king gallywix,heroic,44
bakatoxo,liberation of undermine,cauldron of carnage,mythic,4
rayook,liberation of undermine,vexie and the geargrinders,heroic,2
yaavi,liberation of undermine,"mug'zee, heads of security",heroic,1
bakatoxo,liberation of undermine,"mug'zee, heads of security",heroic,1
kevi,liberation of undermine,"mug'zee, heads of security",heroic,2
iustitiæ,liberation of undermine,sprocketmonger lockenstock,heroic,6
periodpain,liberation of undermine,sprocketmonger lockenstock,heroic,1
isorsressl,liberation of undermine,chrome king gallywix,heroic,2
gici,liberation of undermine,"mug'zee, heads of security",heroic,1
ollieyay,liberation of undermine,vexie and the geargrinders,mythic,13
oberoni,liberation of undermine,cauldron of carnage,mythic,1
hoppsy,liberation of undermine,vexie and the geargrinders,heroic,1
enjiie,liberation of undermine,stix bunkjunker,mythic,101
draezsham,liberation of undermine,one-armed bandit,heroic,2
asenae,liberation of undermine,rik reverb,heroic,1
bpd,liberation of undermine,stix bunkjunker,heroic,3
tikerr,liberation of undermine,"mug'zee, heads of security",heroic,2
yevie,liberation of undermine,cauldron of carnage,heroic,1
ichinose,liberation of undermine,sprocketmonger lockenstock,mythic,52
alexmae,liberation of undermine,rik reverb,mythic,6
yeviel,liberation of undermine,one-armed bandit,mythic,134
attentive,liberation of undermine,vexie and the geargrinders,mythic,2
hoppsy,liberation of undermine,rik reverb,mythic,4
lenus,liberation of undermine,sprocketmonger lockenstock,mythic,245
rizzleton,liberation of undermine,stix bunkjunker,mythic,112
mêoow,liberation of undermine,chrome king gallywix,heroic,3
aivfive,liberation of undermine,one-armed bandit,heroic,2
hungbelf,liberation of undermine,"mug'zee, heads of security",heroic,1
magicwingers,liberation of undermine,vexie and the geargrinders,heroic,21
asträlia,liberation of undermine,"mug'zee, heads of security",mythic,60
olavets,liberation of undermine,one-armed bandit,heroic,9
wärhok,liberation of undermine,"mug'zee, heads of security",heroic,2
explorer,liberation of undermine,stix bunkjunker,heroic,3
bamoo,liberation of undermine,stix bunkjunker,heroic,1
irîs,liberation of undermine,rik reverb,mythic,4
bakatoxo,liberation of undermine,vexie and the geargrinders,mythic,2
zyio,liberation of undermine,"mug'zee, heads of security",mythic,6
dimono,liberation of undermine,rik reverb,heroic,1
oceanblvd,liberation of undermine,rik reverb,mythic,2
hobbyalkis,liberation of undermine,cauldron of carnage,mythic,33
rilot,liberation of undermine,"mug'zee, heads of security",heroic,2
televisions,liberation of undermine,sprocketmonger lockenstock,mythic,200
grimgriper,liberation of undermine,chrome king gallywix,heroic,2
sinrrjj,liberation of undermine,vexie and the geargrinders,heroic,1
krepowl,liberation of undermine,vexie and the geargrinders,heroic,1
rundervink,liberation of undermine,"mug'zee, heads of security",heroic,1
sinrrjj,liberation of undermine,rik reverb,mythic,4
khalekherse,liberation of undermine,"mug'zee, heads of security",heroic,2
bpd,liberation of undermine,"mug'zee, heads of security",heroic,32
nahuêl,liberation of undermine,chrome king gallywix,heroic,2
televisions,liberation of undermine,cauldron of carnage,mythic,39
henle,liberation of undermine,rik reverb,mythic,4
naomivoke,liberation of undermine,"mug'zee, heads of security",heroic,3
bigboiples,liberation of undermine,one-armed bandit,heroic,26
chokebo,liberation of undermine,vexie and the geargrinders,heroic,1
dibby,liberation of undermine,rik reverb,heroic,1
gordog,liberation of undermine,one-armed bandit,heroic,1
magicwingers,liberation of undermine,rik reverb,heroic,5
gemmers,liberation of undermine,one-armed bandit,heroic,2
attentive,liberation of undermine,"mug'zee, heads of security",heroic,2
tapole,liberation of undermine,sprocketmonger lockenstock,heroic,2
oberoni,liberation of undermine,one-armed bandit,heroic,2
bergmanlover,liberation of undermine,cauldron of carnage,mythic,2
rzoc,liberation of undermine,vexie and the geargrinders,heroic,1
willowwisp,liberation of undermine,cauldron of carnage,mythic,35
rizzleton,liberation of undermine,"mug'zee, heads of security",mythic,402
thebigstone,liberation of undermine,vexie and the geargrinders,heroic,2
gazapatesi,liberation of undermine,"mug'zee, heads of security",heroic,2
henle,liberation of undermine,one-armed bandit,heroic,1
furiamonk,liberation of undermine,chrome king gallywix,heroic,16
dibby,liberation of undermine,chrome king gallywix,heroic,3
attentive,liberation of undermine,rik reverb,mythic,12
jumzo,liberation of undermine,rik reverb,heroic,5
guolldan,liberation of undermine,one-armed bandit,heroic,2
yevie,liberation of undermine,chrome king gallywix,heroic,7
yearning,liberation of undermine,sprocketmonger lockenstock,mythic,34
shanaiya,liberation of undermine,"mug'zee, heads of security",heroic,1
stwrithe,liberation of undermine,sprocketmonger lockenstock,mythic,84
maddisonsian,liberation of undermine,chrome king gallywix,heroic,3
budgetgoku,liberation of undermine,one-armed bandit,heroic,23
bigboiples,liberation of undermine,vexie and the geargrinders,heroic,19
shanaiya,liberation of undermine,vexie and the geargrinders,heroic,1
holydocky,liberation of undermine,cauldron of carnage,mythic,8
snorrelax,liberation of undermine,vexie and the geargrinders,mythic,1
yearning,liberation of undermine,vexie and the geargrinders,heroic,12
kranar,liberation of undermine,cauldron of carnage,mythic,1
lobster,liberation of undermine,cauldron of carnage,mythic,4
dimono,liberation of undermine,vexie and the geargrinders,mythic,2
таристаз,liberation of undermine,"mug'zee, heads of security",heroic,2
apocryphâ,liberation of undermine,one-armed bandit,mythic,86
bergmanlover,liberation of undermine,vexie and the geargrinders,mythic,3
bakatoxo,liberation of undermine,rik reverb,heroic,1
iustitiæ,liberation of undermine,vexie and the geargrinders,mythic,21
henle,liberation of undermine,chrome king gallywix,heroic,4
televisions,liberation of undermine,one-armed bandit,mythic,172
yearning,liberation of undermine,chrome king gallywix,heroic,39
bakatoxo,liberation of undermine,rik reverb,mythic,9
mirmilitz,liberation of undermine,cauldron of carnage,mythic,1
willowwisp,liberation of undermine,one-armed bandit,mythic,172
evereld,liberation of undermine,one-armed bandit,mythic,172
televisions,liberation of undermine,rik reverb,heroic,5
sinrrjj,liberation of undermine,one-armed bandit,heroic,1
khalekherse,liberation of undermine,chrome king gallywix,heroic,2
roropriest,liberation of undermine,sprocketmonger lockenstock,heroic,5
chokebo,liberation of undermine,chrome king gallywix,heroic,1
iustitiæ,liberation of undermine,vexie and the geargrinders,heroic,19
rundervink,liberation of undermine,cauldron of carnage,mythic,4
rabïd,liberation of undermine,chrome king gallywix,heroic,2
televisions,liberation of undermine,"mug'zee, heads of security",mythic,396
willowwisp,liberation of undermine,rik reverb,heroic,5
gigagamerd,liberation of undermine,"mug'zee, heads of security",mythic,6
krepowl,liberation of undermine,one-armed bandit,heroic,1
kalowar,liberation of undermine,one-armed bandit,heroic,2
krepowl,liberation of undermine,chrome king gallywix,heroic,1
clawzx,liberation of undermine,chrome king gallywix,heroic,2
evereld,liberation of undermine,rik reverb,heroic,1
nahuêl,liberation of undermine,"mug'zee, heads of security",mythic,50
jellyjoint,liberation of undermine,"mug'zee, heads of security",mythic,6
swannie,liberation of undermine,stix bunkjunker,heroic,3
mashin,liberation of undermine,cauldron of carnage,mythic,4
dimono,liberation of undermine,sprocketmonger lockenstock,heroic,1
larssonoker,liberation of undermine,sprocketmonger lockenstock,heroic,1
bensmonk,liberation of undermine,sprocketmonger lockenstock,heroic,3
jumzo,liberation of undermine,sprocketmonger lockenstock,mythic,211
magicwingers,liberation of undermine,stix bunkjunker,heroic,3
burka,liberation of undermine,"mug'zee, heads of security",mythic,6
clawzx,liberation of undermine,"mug'zee, heads of security",heroic,2
dibby,liberation of undermine,vexie and the geargrinders,mythic,2
yevie,liberation of undermine,vexie and the geargrinders,mythic,5
maddisonsian,liberation of undermine,vexie and the geargrinders,heroic,1
magicwingers,liberation of undermine,"mug'zee, heads of security",heroic,42
maddisonsian,liberation of undermine,rik reverb,mythic,9
unrecorded,liberation of undermine,one-armed bandit,heroic,13
aenry,liberation of undermine,rik reverb,mythic,6
mêoow,liberation of undermine,cauldron of carnage,mythic,4
akcay,liberation of undermine,"mug'zee, heads of security",mythic,6
benshammy,liberation of undermine,rik reverb,heroic,2
delvur,liberation of undermine,chrome king gallywix,mythic,296
lekkepries,liberation of undermine,"mug'zee, heads of security",mythic,50
mêoow,liberation of undermine,"mug'zee, heads of security",heroic,1
retomegalul,liberation of undermine,one-armed bandit,heroic,2
parababasii,liberation of undermine,stix bunkjunker,mythic,9
devasjation,liberation of undermine,cauldron of carnage,mythic,1
sinrrjj,liberation of undermine,chrome king gallywix,heroic,4
unrecorded,liberation of undermine,"mug'zee, heads of security",heroic,13
thornic,liberation of undermine,"mug'zee, heads of security",heroic,2
mægisk,liberation of undermine,rik reverb,mythic,34
mêoow,liberation of undermine,vexie and the geargrinders,mythic,2
bensbear,liberation of undermine,stix bunkjunker,mythic,75
atomvoker,liberation of undermine,"mug'zee, heads of security",heroic,1
lenus,liberation of undermine,cauldron of carnage,mythic,39
rizzleton,liberation of undermine,chrome king gallywix,mythic,296
aenry,liberation of undermine,chrome king gallywix,heroic,2
devasjation,liberation of undermine,vexie and the geargrinders,heroic,1
thebigstone,liberation of undermine,"mug'zee, heads of security",heroic,2
fortythree,liberation of undermine,one-armed bandit,heroic,2
oceanblvd,liberation of undermine,cauldron of carnage,mythic,2
roropriest,liberation of undermine,rik reverb,heroic,4
gemmers,liberation of undermine,"mug'zee, heads of security",heroic,1
koriekin,liberation of undermine,"mug'zee, heads of security",heroic,8
vengaboysfan,liberation of undermine,one-armed bandit,heroic,1
enjiie,liberation of undermine,cauldron of carnage,mythic,37
irîs,liberation of undermine,vexie and the geargrinders,mythic,1
shadowxmorn,liberation of undermine,vexie and the geargrinders,mythic,3
mashin,liberation of undermine,stix bunkjunker,mythic,8
legoman,liberation of undermine,one-armed bandit,heroic,2
coreydlr,liberation of undermine,stix bunkjunker,mythic,11
enjiie,liberation of undermine,one-armed bandit,mythic,172
lekkepries,liberation of undermine,"mug'zee, heads of security",heroic,2
benspala,liberation of undermine,sprocketmonger lockenstock,heroic,2
bensbear,liberation of undermine,rik reverb,mythic,17
grimgriper,liberation of undermine,"mug'zee, heads of security",heroic,2
cherven,liberation of undermine,"mug'zee, heads of security",heroic,9
deadonkillz,liberation of undermine,sprocketmonger lockenstock,mythic,22
chouafa,liberation of undermine,cauldron of carnage,mythic,4
svxãkki,liberation of undermine,"mug'zee, heads of security",mythic,54
rayook,liberation of undermine,"mug'zee, heads of security",heroic,2
snorrelax,liberation of undermine,vexie and the geargrinders,heroic,1
caitysnow,liberation of undermine,"mug'zee, heads of security",mythic,6
synrae,liberation of undermine,chrome king gallywix,heroic,2
swannie,liberation of undermine,rik reverb,mythic,23
thamoose,liberation of undermine,chrome king gallywix,heroic,2
таристаз,liberation of undermine,"mug'zee, heads of security",mythic,50
apocryphâ,liberation of undermine,rik reverb,mythic,2
lobster,liberation of undermine,sprocketmonger lockenstock,heroic,1
bensbear,liberation of undermine,vexie and the geargrinders,mythic,3
koriekin,liberation of undermine,"mug'zee, heads of security",mythic,402
yeviel,liberation of undermine,rik reverb,mythic,39
wärhok,liberation of undermine,one-armed bandit,heroic,2
stwrithe,liberation of undermine,vexie and the geargrinders,heroic,6
alcina,liberation of undermine,"mug'zee, heads of security",heroic,1
clawzx,liberation of undermine,one-armed bandit,heroic,2
kranar,liberation of undermine,"mug'zee, heads of security",heroic,1
lobster,liberation of undermine,rik reverb,heroic,1
incila,liberation of undermine,rik reverb,mythic,4
vinewhip,liberation of undermine,stix bunkjunker,mythic,11
nahuêl,liberation of undermine,one-armed bandit,heroic,2
dibby,liberation of undermine,"mug'zee, heads of security",heroic,1
irni,liberation of undermine,"mug'zee, heads of security",mythic,50
asenae,liberation of undermine,rik reverb,mythic,9
yaavi,liberation of undermine,chrome king gallywix,heroic,1
alcina,liberation of undermine,one-armed bandit,heroic,1
frenzyy,liberation of undermine,vexie and the geargrinders,heroic,2
ollieyay,liberation of undermine,sprocketmonger lockenstock,mythic,171
yeviel,liberation of undermine,rik reverb,heroic,3
blindviper,liberation of undermine,"mug'zee, heads of security",mythic,6
evereld,liberation of undermine,"mug'zee, heads of security",heroic,16
gordog,liberation of undermine,"mug'zee, heads of security",heroic,1
benshammy,liberation of undermine,"mug'zee, heads of security",heroic,9
mashin,liberation of undermine,one-armed bandit,heroic,2
chouafa,liberation of undermine,rik reverb,heroic,1
shadowxmorn,liberation of undermine,one-armed bandit,heroic,1
khalekherse,liberation of undermine,one-armed bandit,heroic,2
mêoow,liberation of undermine,vexie and the geargrinders,heroic,1
bpd,liberation of undermine,stix bunkjunker,mythic,86
larssonoker,liberation of undermine,rik reverb,mythic,9
wärhok,liberation of undermine,chrome king gallywix,heroic,2
bensbear,liberation of undermine,cauldron of carnage,mythic,6
explorer,liberation of undermine,stix bunkjunker,mythic,112
yearning,liberation of undermine,sprocketmonger lockenstock,heroic,6
alcina,liberation of undermine,vexie and the geargrinders,mythic,1
rayook,liberation of undermine,one-armed bandit,heroic,2
coreydlr,liberation of undermine,vexie and the geargrinders,mythic,3
iustitiæ,liberation of undermine,"mug'zee, heads of security",heroic,40
frenzyy,liberation of undermine,cauldron of carnage,mythic,4
hobbyalkis,liberation of undermine,chrome king gallywix,mythic,296
alexmae,liberation of undermine,chrome king gallywix,heroic,2
emypriest,liberation of undermine,one-armed bandit,mythic,48
coreydlr,liberation of undermine,"mug'zee, heads of security",heroic,1
devasjation,liberation of undermine,one-armed bandit,heroic,2
ashyminge,liberation of undermine,"mug'zee, heads of security",heroic,37
shalash,liberation of undermine,one-armed bandit,heroic,2
aenry,liberation of undermine,one-armed bandit,heroic,2
chouafa,liberation of undermine,rik reverb,mythic,9
budgetgoku,liberation of undermine,rik reverb,heroic,5
shadowxmorn,liberation of undermine,rik reverb,mythic,2
televisions,liberation of undermine,chrome king gallywix,heroic,46
cutefist,liberation of undermine,chrome king gallywix,mythic,296
mêoow,liberation of undermine,rik reverb,mythic,9
mægisk,liberation of undermine,"mug'zee, heads of security",heroic,42
glizzyrider,liberation of undermine,one-armed bandit,heroic,11
thornic,liberation of undermine,vexie and the geargrinders,heroic,2
magicwingers,liberation of undermine,cauldron of carnage,heroic,3
bigboiples,liberation of undermine,sprocketmonger lockenstock,mythic,211
yashopal,liberation of undermine,chrome king gallywix,heroic,3
ketapret,liberation of undermine,"mug'zee, heads of security",heroic,2
chouafa,liberation of undermine,vexie and the geargrinders,heroic,1
turbohot,liberation of undermine,rik reverb,heroic,5
jumzo,liberation of undermine,"mug'zee, heads of security",mythic,402
hesoyâm,liberation of undermine,vexie and the geargrinders,heroic,2
hobbyalkis,liberation of undermine,rik reverb,mythic,46
willowwisp,liberation of undermine,stix bunkjunker,mythic,99
shanaiya,liberation of undermine,cauldron of carnage,mythic,4
atomvoker,liberation of undermine,stix bunkjunker,mythic,9
rizzleton,liberation of undermine,one-armed bandit,heroic,28
enarya,liberation of undermine,one-armed bandit,heroic,1
jumzo,liberation of undermine,vexie and the geargrinders,mythic,18
fortythree,liberation of undermine,"mug'zee, heads of security",heroic,2
larssonadin,liberation of undermine,vexie and the geargrinders,heroic,1
таристаз,liberation of undermine,chrome king gallywix,heroic,2
wanchan,liberation of undermine,rik reverb,mythic,57
benshammy,liberation of undermine,stix bunkjunker,mythic,11
bergmanlover,liberation of undermine,rik reverb,mythic,2
herjaul,liberation of undermine,vexie and the geargrinders,heroic,2
benspala,liberation of undermine,one-armed bandit,heroic,9
debiru,liberation of undermine,"mug'zee, heads of security",mythic,6
khalekherse,liberation of undermine,vexie and the geargrinders,heroic,2
ollieyay,liberation of undermine,chrome king gallywix,heroic,37
rzoc,liberation of undermine,rik reverb,mythic,2
mignottàuren,liberation of undermine,one-armed bandit,heroic,2
alcina,liberation of undermine,vexie and the geargrinders,heroic,1
devasjation,liberation of undermine,"mug'zee, heads of security",heroic,1
hoppsy,liberation of undermine,chrome king gallywix,heroic,4
enjiie,liberation of undermine,"mug'zee, heads of security",mythic,402
dibby,liberation of undermine,cauldron of carnage,mythic,4
stwrithe,liberation of undermine,one-armed bandit,mythic,172
spinningyiff,liberation of undermine,"mug'zee, heads of security",heroic,1
gemmers,liberation of undermine,vexie and the geargrinders,heroic,1
yevie,liberation of undermine,rik reverb,heroic,2
purovolitis,liberation of undermine,"mug'zee, heads of security",heroic,2
eion,liberation of undermine,"mug'zee, heads of security",mythic,6
mægisk,liberation of undermine,cauldron of carnage,heroic,3
shalash,liberation of undermine,vexie and the geargrinders,heroic,2
unrecorded,liberation of undermine,sprocketmonger lockenstock,mythic,74
neutralized,liberation of undermine,vexie and the geargrinders,mythic,3
thebigstone,liberation of undermine,one-armed bandit,heroic,2
shalash,liberation of undermine,chrome king gallywix,heroic,2
henle,liberation of undermine,cauldron of carnage,mythic,1
furiamonk,liberation of undermine,sprocketmonger lockenstock,heroic,2
ollieyay,liberation of undermine,cauldron of carnage,mythic,20
gråphic,liberation of undermine,vexie and the geargrinders,heroic,1
amnotgoblin,liberation of undermine,"mug'zee, heads of security",heroic,2
coreydlr,liberation of undermine,cauldron of carnage,mythic,2
